author_sort,authors,comments,cover,timestamp,formats,isbn,id,identifiers,languages,library_name,pubdate,publisher,rating,series,series_index,size,tags,title,title_sort,uuid
"Herbert, Frank","Frank Herbert","Perfect for longtime fans and new readers alike—this eBook collection includes all six original novels in the Dune Saga written by Frank Herbert.
*DUNE* IS SOON TO BE A MAJOR MOTION PICTURE directed by Denis Villeneuve, starring Timothée Chalamet, Josh Brolin, Jason Momoa, Zendaya, Rebecca Ferguson, Oscar Isaac, Javier Bardem, Dave Bautista, Stellan Skarsgård, and Charlotte Rampling.
In the far future, on a remote planet, an epic adventure awaits. Here are the first six novels of Frank Herbert’s magnificent Dune saga—a triumph of the imagination and one of the bestselling science fiction series of all time.
The Dune Saga begins on the desert planet Arrakis with the story of the boy Paul Atreides—who would become known as Muad’Dib—and of a great family’s ambition to bring to fruition humankind’s most ancient and unattainable dream....
Includes Books 1 - 6: DUNE • DUNE MESSIAH • CHILDREN OF DUNE • GOD EMPEROR OF DUNE • HERETICS OF DUNE • CHAPTERHOUSE: DUNE
","/Users/andriigorishnii/Calibre Library/Frank Herbert/Frank Herbert's Dune Saga Collection_ Books 1 - 6 (143)/cover.jpg","2023-10-11T09:44:13-07:00","epub","","143","mobi-asin:B088QLJGZC","eng","Calibre Library","2020-06-01T20:00:00-07:00","Penguin Publishing Group","","","1.0","3234439","","Frank Herbert's Dune Saga Collection: Books 1 - 6","Frank Herbert's Dune Saga Collection: Books 1 - 6","9f683a7d-42a6-4003-b828-7ab5c1e2252e"
"Unknown","Unknown","","/Users/andriigorishnii/Calibre Library/Unknown/AWS Reference Architecture Humanitec (144)/cover.jpg","2024-01-15T19:46:13-08:00","pdf","","144","","","Calibre Library","2023-05-16T04:39:15-07:00","","","","1.0","16171842","","AWS Reference Architecture Humanitec","AWS Reference Architecture Humanitec","2cb2757a-4275-4135-9efb-c7a76265f634"
"Richardson, Chris & Smith, Floyd","Chris Richardson & Floyd Smith","","/Users/andriigorishnii/Calibre Library/Chris Richardson/Microservices_ From Design to Deployment (145)/cover.jpg","2024-01-15T19:46:29-08:00","pdf","","145","","","Calibre Library","2016-05-16T14:25:42-07:00","","","","1.0","3223777","","Microservices: From Design to Deployment","Microservices: From Design to Deployment","c50bc726-09a1-410f-ab53-308e61a25bea"
"Housel, Morgan","Morgan Housel","","/Users/andriigorishnii/Calibre Library/Morgan Housel/The Psychology of Money (146)/cover.jpg","2024-01-15T19:46:45-08:00","epub","","146","","eng","Calibre Library","2020-06-09T08:27:18-07:00","","","","1.0","2016880","","The Psychology of Money","Psychology of Money, The","d49559e5-18e8-4733-9f85-49c59784d486"
"Unknown","Unknown","","/Users/andriigorishnii/Calibre Library/Unknown/Metaphors We Live By-George Lakoff and Mark Johnsen (147)/cover.jpg","2024-01-15T19:48:37-08:00","epub","","147","","","Calibre Library","0100-12-31T16:07:02-07:52:58","","","","1.0","116299437","","Metaphors We Live By-George Lakoff and Mark Johnsen","Metaphors We Live By-George Lakoff and Mark Johnsen","bc98957f-30e6-4b89-b134-b8f12511d6af"
"Pontzer, Herman","Herman Pontzer PhD","<b><b>New research blows the lid off how we really burn calories, lose weight, and stay healthy.</b></b><br>We burn 2,000 calories a day. And if we exercise and cut carbs, we'll lose more weight. Right? Wrong. In this paradigm-shifting book, Herman Pontzer reveals for the first time how human metabolism really works so that we can finally manage our weight and improve our health.<br>Pontzer's groundbreaking studies with hunter-gatherer tribes show how exercise doesn't increase our metabolism. Instead, we burn calories within a very narrow range: nearly 3,000 calories per day, no matter our activity level. This was a brilliant evolutionary strategy to survive in times of famine. Now it seems to doom us to obesity. The good news is we <i>can </i>lose weight, but we need to cut calories. Refuting such weight-loss hype as paleo, keto, anti-gluten, anti-grain, and even vegan, Pontzer discusses how <i>all</i> diets succeed or fail: For shedding pounds, a calorie is a calorie.<br>At the...","/Users/andriigorishnii/Calibre Library/Herman Pontzer PhD/Burn_ New Research Blows the Lid Off How We Really Burn Calories, Lose Weight, and Stay Healthy (148)/cover.jpg","2024-01-15T19:56:02-08:00","epub","","148","","eng","Calibre Library","2021-03-01T16:00:00-08:00","Penguin Publishing Group","","","1.0","14682717","","Burn: New Research Blows the Lid Off How We Really Burn Calories, Lose Weight, and Stay Healthy","Burn: New Research Blows the Lid Off How We Really Burn Calories, Lose Weight, and Stay Healthy","2a4ea24d-db2c-4176-9cd6-25cb850986c8"
"Франкл, Віктор","Віктор Франкл","Три роки ув’язнення в концентраційних таборах Дахау і Освенцимі, голод, приниження, нелюдська жорстокість та страждання — не кожен зміг вижити в таких умовах, а написати про свій досвід життєстверджуючий твір наважився лише Віктор Франкл, австрійський психолог і філософ, засновник логотерапії.     «Людина у пошуках справжнього сенсу. Психолог у концтаборі» розійшлась накладом в 10 мільйонів екземплярів і переведена на 24 мови світу. Книга складається з двох частин: власне ув’язнення, опис життя в концтаборі та роз’яснення, спостереження та виведення нового психіатричного методу — логотерапії і введення поняття проактивності.     Згідно його теорій між подіями, які випали на долю людини, і її ставлення до них лежить свободна воля. Інакше кажучи, ми самі вибираємо, як відноситись до свого життя і оточуючого світу. Сучасна психіатрія й досі спирається на тези, виведені Франклом, і визнає величезний внесок в пошук сенсу і мотивацію людського існування.          Переклад з англійської Олени Замойської","/Users/andriigorishnii/Calibre Library/Viktor Frankl/Liudina v poshukakh spravzhn'ogho siensu. Psikhologh u kontstabori (149)/cover.jpg","2024-01-16T12:49:24-08:00","epub","978-617-12-0452-2","149","isbn:978-617-12-0452-2","ukr","Calibre Library","2016-06-01T14:00:00-07:00","Книжковий Клуб «Клуб Сімейного Дозвілля»","","","1.0","354766","sci_psychology","Людина в пошуках справжнього сенсу. Психолог у концтаборі","Людина в пошуках справжнього сенсу. Психолог у концтаборі","f1ca94b1-0708-4e6c-a3f4-afafd929b85d"
"Martin, Robert C.","Robert C. Martin","","/Users/andriigorishnii/Calibre Library/Robert C. Martin/Clean Architecture_ A Craftsman's Guide to Software Structure and Design (Robert C. Martin Seri (150)/cover.jpg","2024-01-23T08:59:47-08:00","pdf","9780134494326","150","isbn:9780134494326,mobi-asin:B075LRM681","eng","Calibre Library","2017-09-11T14:00:00-07:00","Pearson Education","","","1.0","8091272","","Clean Architecture: A Craftsman's Guide to Software Structure and Design (Robert C. Martin Series)","Clean Architecture: A Craftsman's Guide to Software Structure and Design (Robert C. Martin Series)","8fb6b969-65db-479f-81a0-7e2e3db796c9"
"Weinberg, Gerald M","Weinberg, Gerald M & Gause, Donald C","","/Users/andriigorishnii/Calibre Library/Weinberg, Gerald M/Are Your Lights On_ (151)/cover.jpg","2024-01-23T08:59:55-08:00","epub","","151","mobi-asin:B004WOXYV2","eng","Calibre Library","2011-04-13T21:00:00-07:00","Weinberg & Weinberg","","","1.0","1081193","Nonfiction","Are Your Lights On?","Are Your Lights On?","df8f8bbe-0f1f-46df-906b-e5d57fd80202"
"алгоритмы, Структуры данных и","Структуры данных и алгоритмы","","","2024-06-18T19:02:46-07:00","djvu, epub, pdf","","152","","","Calibre Library","0100-12-31T16:07:02-07:52:58","","","","1.0","4250691","","А.В. Ахо, Д.Э.Хопкрофт, Д.Д.Ульман","А.В. Ахо, Д.Э.Хопкрофт, Д.Д.Ульман","1289ca05-cdb8-4727-bbdc-ba722371dd34"
"Hren, Christopher R. & Moore, John T. & Mikulecky, Peter J.","Christopher R. Hren & John T. Moore & Peter J. Mikulecky","","/Users/andriigorishnii/Calibre Library/Christopher R. Hren/Chemistry All-in-One For Dummies(r) (155)/cover.jpg","2024-09-10T18:48:32-07:00","pdf","","155","","","Calibre Library","2022-10-12T05:15:24-07:00","","","","1.0","17366986","","Chemistry All-in-One For Dummies®","Chemistry All-in-One For Dummies®","5b0c2cda-36b0-429c-bb3f-1c21d601863c"
"Unknown","Unknown","","/Users/andriigorishnii/Calibre Library/Unknown/THE CELL Molecular Biology of Sixth Edit (156)/cover.jpg","2024-09-10T18:48:54-07:00","pdf","","156","","","Calibre Library","2014-12-06T12:48:49-08:00","","","","1.0","73161014","","THE CELL Molecular Biology of Sixth Edit","CELL Molecular Biology of Sixth Edit, THE","6cf3fc07-0b84-4725-b315-6652da35be8c"
"Brian Allen, Brandon Bapst & Hicks, Terry Allan","Brian Allen, Brandon Bapst & Terry Allan Hicks","Cyber risk management is one of the most urgent issues facing enterprises today. This book presents a detailed framework for designing, developing, and implementing a cyber risk management program that addresses your company's specific needs. Ideal for corporate directors, senior executives, security risk practitioners, and auditors at many levels, this guide offers both the strategic insight and tactical guidance you're looking for.","/Users/andriigorishnii/Calibre Library/Brian Allen, Brandon Bapst/Building a Cyber Risk Management Program (157)/cover.jpg","2024-10-01T09:19:22-07:00","epub","","157","","eng","Calibre Library","2023-12-10T16:00:00-08:00","O'Reilly Media, Inc.","","","1.0","3182056","","Building a Cyber Risk Management Program","Building a Cyber Risk Management Program","1f6b4957-1851-4435-aa21-591019c4b809"
"Selmanaj, Drinor","Drinor Selmanaj","By incorporating cyber threat intelligence, adversary emulation provides a form of cybersecurity assessment that mimics advanced persistent threat (APT) tactics, techniques, and procedures (TTPs). This comprehensive guide introduces an empirical approach with strategies and processes collected over a decade of experience in the cybersecurity field. You'll learn to assess resilience against coordinated and stealthy threat actors capable of harming an organization.","/Users/andriigorishnii/Calibre Library/Drinor Selmanaj/Adversary Emulation with MITRE ATT&CK (158)/cover.jpg","2024-10-01T09:19:22-07:00","epub","","158","","eng","Calibre Library","2024-04-24T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","10687513","","Adversary Emulation with MITRE ATT&CK","Adversary Emulation with MITRE ATT&CK","33d2b9cc-58ea-4a87-91a2-c1d311faf749"
"Kaur, Reet & Wang, Yabing","Reet Kaur & Yabing Wang","In this go-to guide, editors Reet Kaur and Yabing Wang share key concepts, up-to-date best practices, and cutting-edge tools that today's cyber professionals need to ensure solid application security. The articles in this book include actionable advice on a wide variety of application security topics and thought-provoking questions that drive the direction of the field. You'll also receive expert advice from professionals on how to navigate your career within this industry.","/Users/andriigorishnii/Calibre Library/Reet Kaur/97 Things Every Application Security Professional Should Know (159)/cover.jpg","2024-10-01T09:19:22-07:00","epub","","159","","eng","Calibre Library","2024-07-17T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","37176754","","97 Things Every Application Security Professional Should Know","97 Things Every Application Security Professional Should Know","ecf92bc8-4d53-4a57-8fba-1c0ba319aeb6"
"Razi Rais, Christina Morillo, Evan Gilman & Barth, Doug","Razi Rais, Christina Morillo, Evan Gilman & Doug Barth","This practical book provides a detailed explanation of the zero trust security model. Zero trust is a security paradigm shift that eliminates the concept of traditional perimeter-based security and requires you to “always assume breach” and “never trust but always verify.” The updated edition offers more scenarios, real-world examples, and in-depth explanations of key concepts to help you fully comprehend the zero trust security architecture.","/Users/andriigorishnii/Calibre Library/Razi Rais, Christina Morillo, Evan Gilman/Zero Trust Networks (160)/cover.jpg","2024-10-01T09:19:22-07:00","epub","","160","","eng","Calibre Library","2024-03-01T16:00:00-08:00","O'Reilly Media, Inc.","","","1.0","8991079","","Zero Trust Networks","Zero Trust Networks","841b80c8-43e6-4c65-a61d-f2ad12d2ae06"
"Hoffman, Andrew","Andrew Hoffman","In  the first edition of this critically acclaimed book, Andrew Hoffman defined the three pillars of application security: reconnaissance, offense, and defense. In this revised and updated second edition, he examines dozens of related topics, from the latest types of attacks and mitigations to threat modeling, the secure software development lifecycle (SSDL/SDLC), and more.","/Users/andriigorishnii/Calibre Library/Andrew Hoffman/Web Application Security (161)/cover.jpg","2024-10-01T09:19:22-07:00","epub","","161","","eng","Calibre Library","2023-01-23T16:00:00-08:00","O'Reilly Media, Inc.","","","1.0","13597489","","Web Application Security","Web Application Security","aaf61c88-4c68-4c06-bb62-99d9d881bc0e"
"Crossley, Cassie","Cassie Crossley","Trillions of lines of code help us in our lives, companies, and organizations. But just a single software cybersecurity vulnerability can stop entire companies from doing business and cause billions of dollars in revenue loss and business recovery. This practical book gives you a comprehensive look at security risks and identifies the practical controls you need to incorporate into your end-to-end software supply chain.","/Users/andriigorishnii/Calibre Library/Cassie Crossley/Software Supply Chain Security (162)/cover.jpg","2024-10-01T09:19:22-07:00","epub","","162","","eng","Calibre Library","2024-02-08T16:00:00-08:00","O'Reilly Media, Inc.","","","1.0","5965660","","Software Supply Chain Security","Software Supply Chain Security","d723b6f8-d4c7-4785-8edf-f891ab652836"
"Mark Buckwell, Stefaan Van daele & Horst, Carsten","Mark Buckwell, Stefaan Van daele & Carsten Horst","This book provides the first comprehensive method for hybrid multicloud security, integrating proven architectural techniques to deliver a comprehensive end-to-end security method with compliance, threat modeling, and zero trust practices. This method ensures repeatability and consistency in the development of secure solution architectures. Architects will learn how to effectively identify threats and implement countermeasures through a combination of techniques, work products, and a demonstrative case study to reinforce learning.","/Users/andriigorishnii/Calibre Library/Mark Buckwell, Stefaan Van daele/Security Architecture for Hybrid Cloud (163)/cover.jpg","2024-10-01T09:19:22-07:00","epub","","163","","eng","Calibre Library","2024-07-24T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","11875023","","Security Architecture for Hybrid Cloud","Security Architecture for Hybrid Cloud","b5332809-a0f7-495b-8487-8e3068124d79"
"Raje, Gaurav","Gaurav Raje","Security is usually an afterthought when organizations design microservices for cloud systems. Most companies today are exposed to potential security threats, but their responses are often more reactive than proactive. This leads to unnecessarily complicated systems that are hard to implement and even harder to manage and scale. Author Gaurav Raje shows you how to build highly secure systems on AWS without increasing overhead.","/Users/andriigorishnii/Calibre Library/Gaurav Raje/Security and Microservice Architecture on AWS (164)/cover.jpg","2024-10-01T09:19:22-07:00","epub","","164","","eng","Calibre Library","2021-09-06T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","17339733","","Security and Microservice Architecture on AWS","Security and Microservice Architecture on AWS","e3d9e209-3d0b-4196-add1-b590720415d5"
"Yada Pruksachatkun, Matthew McAteer & Majumdar, Subhabrata","Yada Pruksachatkun, Matthew McAteer & Subhabrata Majumdar","With the increasing use of AI in high-stakes domains such as medicine, law, and defense, organizations spend a lot of time and money to make ML models trustworthy. Many books on the subject offer deep dives into theories and concepts. This guide provides a practical starting point to help development teams produce models that are secure, more robust, less biased, and more explainable.","/Users/andriigorishnii/Calibre Library/Yada Pruksachatkun, Matthew McAteer/Practicing Trustworthy Machine Learning (165)/cover.jpg","2024-10-01T09:19:22-07:00","epub","","165","","eng","Calibre Library","2023-01-09T16:00:00-08:00","O'Reilly Media, Inc.","","","1.0","13094419","","Practicing Trustworthy Machine Learning","Practicing Trustworthy Machine Learning","44d77e1d-a26d-45e0-9b8e-2eb1d109619c"
"Jarmul, Katharine","Katharine Jarmul","Between major privacy regulations like the GDPR and CCPA and expensive and notorious data breaches, there has never been so much pressure to ensure data privacy. Unfortunately, integrating privacy into data systems is still complicated. This essential guide will give you a fundamental understanding of modern privacy building blocks, like differential privacy, federated learning, and encrypted computation. Based on hard-won lessons, this book provides solid advice and best practices for integrating breakthrough privacy-enhancing technologies into production systems.","/Users/andriigorishnii/Calibre Library/Katharine Jarmul/Practical Data Privacy (166)/cover.jpg","2024-10-01T09:19:22-07:00","epub","","166","","eng","Calibre Library","2023-04-18T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","6244059","","Practical Data Privacy","Practical Data Privacy","d37a7945-526e-434f-9ae8-77fed9682e26"
"Dotson, Chris","Chris Dotson","With rapidly changing architecture and API-driven automation, cloud platforms come with unique security challenges and opportunities. In this updated second edition, you'll examine security best practices for multivendor cloud environments, whether your company plans to move legacy on-premises projects to the cloud or build a new infrastructure from the ground up.","/Users/andriigorishnii/Calibre Library/Chris Dotson/Practical Cloud Security (167)/cover.jpg","2024-10-01T09:19:22-07:00","epub","","167","","eng","Calibre Library","2023-10-12T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","4958925","","Practical Cloud Security","Practical Cloud Security","09112540-a8c4-44ce-8d26-f6426cd6f32c"
"Ray, Jimmy","Jimmy Ray","In today's cloud native world, where we automate as much as possible, everything is code. With this practical guide, you'll learn how Policy as Code (PaC) provides the means to manage the policies, related data, and responses to events that occur within the systems we maintain—Kubernetes, cloud security, software supply chain security, infrastructure as code, and microservices authorization, among others. Author Jimmy Ray provides a practical approach to integrating PaC solutions into your systems, with plenty of real-world examples and important hands-on guidance.","/Users/andriigorishnii/Calibre Library/Jimmy Ray/Policy as Code (168)/cover.jpg","2024-10-01T09:19:23-07:00","epub","","168","","eng","Calibre Library","2024-07-08T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","7665123","","Policy as Code","Policy as Code","00883d8d-8688-4090-8570-8f4979bf5399"
"Christian Adell, Scott S. Lowe, Matt Oswalt","Christian Adell, Scott S. Lowe, Matt Oswalt","Network engineers are finding it harder than ever to rely solely on manual processes to get their jobs done. New protocols, technologies, delivery models, and the need for businesses to become more agile and flexible have made network automation essential. The updated second edition of this practical guide shows network engineers how to use a range of technologies and tools, including Linux, Python, APIs, and Git, to automate systems through code. This edition also includes brand new topics such as network development environments, cloud, programming with Go, and a reference network automation architecture.","/Users/andriigorishnii/Calibre Library/Christian Adell, Scott S. Lowe, Matt Oswalt/Network Programmability and Automation (169)/cover.jpg","2024-10-01T09:19:23-07:00","epub","","169","","eng","Calibre Library","2023-08-15T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","9460720","","Network Programmability and Automation","Network Programmability and Automation","a12ee0b0-93ed-468e-bb65-394b9fae82a0"
"Suehring, Steve","Steve Suehring","How can organizations integrate security while continuously deploying new features? How can some maintain 24-7-365 operations at internet scale? How do they integrate security into their DevOps organization? This practical guide helps you answer those questions and more. Author Steve Suehring provides unique content to help practitioners and leadership successfully implement DevOps and DevSecOps.","/Users/andriigorishnii/Calibre Library/Steve Suehring/Learning DevSecOps (170)/cover.jpg","2024-10-01T09:19:23-07:00","epub","","170","","eng","Calibre Library","2024-05-21T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","6519406","","Learning DevSecOps","Learning DevSecOps","7dbaf947-8e28-4182-bc08-8bc745e0f265"
"Brown, Rebekah & Roberts, Scott J.","Rebekah Brown & Scott J. Roberts","Using a well-conceived incident response plan in the aftermath of an online security breach enables your team to identify attackers and learn how they operate. But only when you approach incident response with a cyber threat intelligence mindset will you truly understand the value of that information. With this updated edition, you'll learn the fundamentals of intelligence analysis including the best ways to incorporate these techniques into your incident response process.","/Users/andriigorishnii/Calibre Library/Rebekah Brown/Intelligence-Driven Incident Response (171)/cover.jpg","2024-10-01T09:19:23-07:00","epub","","171","","eng","Calibre Library","2023-06-18T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","4624733","","Intelligence-Driven Incident Response","Intelligence-Driven Incident Response","c99536db-aca0-48f4-94a3-920282a437f2"
"Crawley, Kim","Kim Crawley","Hacker culture can be esoteric, but this entertaining reference is here to help. This fun reference introduces you to key people and companies, fundamental ideas, and milestone films, games, and magazines in the annals of hacking. From phreaking to deepfakes, and from APT to zombie malware, grasping the terminology is crucial to understanding hacker culture and history. This book from Kim Crawley is written in a conversational style and organized from A to Z. Read it like a coffee table book or a desk reference.","/Users/andriigorishnii/Calibre Library/Kim Crawley/Hacker Culture A to Z (172)/cover.jpg","2024-10-01T09:19:23-07:00","epub","","172","","eng","Calibre Library","2023-11-12T16:00:00-08:00","O'Reilly Media, Inc.","","","1.0","7197116","","Hacker Culture A to Z","Hacker Culture A to Z","70a01f4b-fcf9-4af1-ab91-d2e633c30832"
"Caruso, Jeffrey","Jeffrey Caruso","Get a fascinating and disturbing look into how state and nonstate actors throughout the world use cyber attacks to gain military, political, and economic advantages. In the third edition of this book, cyber warfare researcher Jeffrey Caruso explores the latest advances in cyber espionage and warfare that have emerged on the battlefields of Ukraine and the Middle East, including cyber attacks that result in the physical destruction of the target and the pairing of cognitive with maneuver warfare.","/Users/andriigorishnii/Calibre Library/Jeffrey Caruso/Inside Cyber Warfare (173)/cover.jpg","2024-10-01T09:19:23-07:00","epub","","173","","eng","Calibre Library","2024-09-15T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","12998435","","Inside Cyber Warfare","Inside Cyber Warfare","3e06d29b-b32b-48cc-b725-dfb6bf3d6353"
"Wilson, Steve","Steve Wilson","Large language models (LLMs) are not just shaping the trajectory of AI, they're also unveiling a new era of security challenges. This practical book takes you straight to the heart of these threats. Author Steve Wilson, chief product officer at Exabeam, focuses exclusively on LLMs, eschewing generalized AI security to delve into the unique characteristics and vulnerabilities inherent in these models.","/Users/andriigorishnii/Calibre Library/Steve Wilson/The Developer's Playbook for Large Language Model Security (174)/cover.jpg","2024-10-01T09:19:23-07:00","epub","","174","","eng","Calibre Library","2024-09-09T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","3028785","","The Developer’s Playbook for Large Language Model Security","Developer’s Playbook for Large Language Model Security, The","7c736bae-d0ad-4f14-9016-5fdc094508d2"
"Amanda Berlin, Lee Brotherston & Reyor, William F. III","Amanda Berlin, Lee Brotherston & William F. Reyor III","Despite the increase of high-profile hacks, record-breaking data leaks, and ransomware attacks, many organizations don't have the budget for an information security (InfoSec) program. If you're forced to protect yourself by improvising on the job, this pragmatic guide provides a security-101 handbook with steps, tools, processes, and ideas to help you drive maximum-security improvement at little or no cost.","/Users/andriigorishnii/Calibre Library/Amanda Berlin, Lee Brotherston/Defensive Security Handbook (175)/cover.jpg","2024-10-01T09:19:23-07:00","epub","","175","","eng","Calibre Library","2024-07-02T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","8382525","","Defensive Security Handbook","Defensive Security Handbook","088952d9-e2f4-4299-9195-03b7621eb747"
"Troncone, Paul & Albing, Carl","Paul Troncone & Carl Albing","If you hope to outmaneuver threat actors, speed and efficiency need to be key components of your cybersecurity operations. Mastery of the standard command line interface (CLI) is an invaluable skill in times of crisis because no other software application can match the CLI’s availability, flexibility, and agility. This practical guide shows you how to use the CLI with the bash shell to perform tasks such as data collection and analysis, intrusion detection, reverse engineering, and administration.","/Users/andriigorishnii/Calibre Library/Paul Troncone/Cybersecurity Ops with bash (176)/cover.jpg","2024-10-01T09:19:23-07:00","epub","","176","","eng","Calibre Library","2019-04-21T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","2769819","","Cybersecurity Ops with bash","Cybersecurity Ops with bash","ba35ec10-ca58-411f-8975-33fd0c4f7d2b"
"Barnum, Todd","Todd Barnum","If you're a cybersecurity professional, then you know how it often seems that no one cares about (or understands) information security. InfoSec professionals frequently struggle to integrate security into their companies' processes. Many are at odds with their organizations. Most are under-resourced. There must be a better way. This essential manager's guide offers a new approach to building and maintaining an information security program that's both effective and easy to follow.","/Users/andriigorishnii/Calibre Library/Todd Barnum/The Cybersecurity Manager's Guide (177)/cover.jpg","2024-10-01T09:19:23-07:00","epub","","177","","eng","Calibre Library","0100-12-31T16:07:02-07:52:58","O'Reilly Media, Inc.","","","1.0","1666555","","The Cybersecurity Manager’s Guide","Cybersecurity Manager’s Guide, The","1508a3c8-1152-430a-8a17-55a495b54fd5"
"Armitage, Josh","Josh Armitage","With the rise of the cloud, every aspect of IT has been shaken to its core. The fundamentals for building systems are changing, and although many of the principles that underpin security still ring true, their implementation has become unrecognizable. This practical book provides recipes for AWS, Azure, and GCP to help you enhance the security of your own cloud native systems.","/Users/andriigorishnii/Calibre Library/Josh Armitage/Cloud Native Security Cookbook (178)/cover.jpg","2024-10-01T09:19:23-07:00","epub","","178","","eng","Calibre Library","2022-04-26T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","4130758","","Cloud Native Security Cookbook","Cloud Native Security Cookbook","c7784b6c-3a34-49c3-b392-bdfd7ac3d73a"
"Unknown","Unknown","","/Users/andriigorishnii/Calibre Library/Unknown/The Four Steps to the Epiphany (179)/cover.jpg","2025-01-19T12:55:42-08:00","pdf","","179","","","Calibre Library","2008-09-21T19:13:33-07:00","","","","1.0","305822","","The Four Steps to the Epiphany","Four Steps to the Epiphany, The","ac3a787c-5b7d-46f8-9d1a-4ce330d83bc7"
"Daniels, Jack","Jack Daniels","Train for your next race with the man who <I>Runner's World</I> has called ""the world's best running coach."" With more than 55 years of experience, Jack Daniels is a legendary figure in the running community. Named the National Coach of the Year by the NCAA and honored as the Division III Women's Cross Country Coach of the Century, Daniels has mentored some of the greatest names in running, including Jim Ryun, Ken Martin, Jerry Lawson, Alicia Shay, Peter Gilmore, Magdalena Lewy Boulet, and Janet Cherobon-Bawcom. In <I>Daniels' Running Formula</I>, he has shared training advice with hundreds of thousands of runners. Now in this updated&#8212;and definitive&#8212;fourth edition, he again refines his methods and strategies to help you run faster and stronger.<BR /> Building upon his revolutionary VDOT system, Daniels incorporates new insights gained from studying participants in his unique Run SMART project. You'll be guided through the components that make the training formula work...","/Users/andriigorishnii/Calibre Library/Jack Daniels/Daniels' Running Formula (180)/cover.jpg","2025-01-19T12:55:45-08:00","pdf","","180","","eng","Calibre Library","0100-12-31T16:07:02-07:52:58","Human Kinetics","","","1.0","7768399","Train for your next race with the man who <I>Runner's World</I> has called ""the world's best running coach."" With more than 55 years of experience, Jack Daniels is a legendary figure in the running community. Named the National Coach of the Year by the NCAA and honored as the Division III Women's Cross Country Coach of the Century, Daniels has mentored some of the greatest names in running, including Jim Ryun, Ken Martin, Jerry Lawson, Alicia Shay, Peter Gilmore, Magdalena Lewy Boulet, and Janet Cherobon-Bawcom. In <I>Daniels' Running Formula</I>, he has shared training advice with hundreds of thousands of runners. Now in this updated&#8212;and definitive&#8212;fourth edition, he again refines his methods and strategies to help you run faster and stronger.<BR /> Building upon his revolutionary VDOT system, Daniels incorporates new insights gained from studying participants in his unique Run SMART project. You'll be guided through the components that make the training formula work...","Daniels' Running Formula","Daniels' Running Formula","3aaf0ba4-1253-447c-9f27-b6167065bff8"
"Koop, Jason","Jason Koop","<p>When elite ultrarunners have a need for speed, they turn to coach Jason Koop. Now the sport's leading coach makes his highly effective ultramarathon training methods available to ultrarunners of all abilities in his book <i>Training Essentials for Ultrarunning</i>. </p><p>Ultramarathoners have traditionally piled on the miles or tried an approach that worked for a friend. Yet ultramarathons are not just longer marathons; simply running more will not prepare you for the race experience you want. Ultramarathon requires a new and specific approach to training. <i>Training Essentials for Ultrarunning</i> will revolutionize training for those who want to race an ultramarathon instead of just gutting it out to the finish line.</p><p>Koop's race-proven ultramarathon program is based on sound science, the most current research, and years of experience coaching the sport's star runners to podium performances. Packed with practical advice and vetted training methods, <i>Training...","/Users/andriigorishnii/Calibre Library/Jason Koop/Training Essentials for Ultrarunning (181)/cover.jpg","2025-01-19T12:55:47-08:00","epub","9781937716806","181","isbn:9781937716806","eng","Calibre Library","0100-12-31T16:07:02-07:52:58","VeloPress","","","1.0","22104884","","Training Essentials for Ultrarunning","Training Essentials for Ultrarunning","3eb52a09-3052-4634-aa62-e0dc2e134c28"
"Ciprian Crainiceanu, Brian Caffo, John Muschelli","Ciprian Crainiceanu, Brian Caffo, John Muschelli","","/Users/andriigorishnii/Calibre Library/Ciprian Crainiceanu, Brian Caffo, John Muschelli/Methods in Biostatistics with R (182)/cover.jpg","2025-02-27T12:25:42-08:00","epub","","182","","eng","Calibre Library","2019-08-28T11:10:05-07:00","","","","1.0","7527882","","Methods in Biostatistics with R","Methods in Biostatistics with R","c97da35c-40ec-40aa-bc31-f7625facafbe"
"King, Patrick","Patrick King","","/Users/andriigorishnii/Calibre Library/Patrick King/Read People Like a Book (183)/cover.jpg","2025-09-21T15:37:58-07:00","epub","","183","","eng","Calibre Library","0100-12-31T16:07:02-07:52:58","","","","1.0","786436","","Read People Like a Book","Read People Like a Book","9a73028a-b0f3-4628-b187-666b8e0ce575"
